./analysis/mapping/SRR6502193.genes.results	./analysis/mapping/SRR6502196.genes.results	./analysis/mapping/SRR6502199.genes.results	./analysis/mapping/SRR6502202.genes.results	./analysis/mapping/SRR6502205.genes.results	./analysis/mapping/SRR6502208.genes.results
Zfp640	0.00	0.00	0.00	0.00	0.00	0.00
Zfp641	0.00	0.00	0.00	0.00	0.00	0.00
Zfp644	18.31	6.03	4.47	3.40	1.90	2.04
Zfp646	21.24	9.43	16.35	16.24	14.76	14.60
Zfp647	6.38	0.00	0.00	0.00	0.00	0.00
Zfp648	0.00	0.00	0.00	0.00	0.00	0.00
Zfp65	15.27	2.70	3.83	2.17	2.66	3.34
Zfp651	0.00	0.03	0.00	0.00	0.46	0.00
Zfp652	3.18	4.40	7.45	11.78	13.64	14.87
Zfp652os	0.71	0.00	0.50	2.50	0.00	0.00
Zfp653	2.28	1.50	3.62	1.20	0.53	0.56
Zfp654	5.21	8.24	7.89	3.07	8.70	2.24
Zfp655	53.96	24.60	22.81	19.22	25.45	17.23
Zfp658	1.41	0.05	0.79	1.42	2.36	0.22
Zfp660	0.07	0.00	0.00	0.00	0.00	0.00
Zfp661	5.43	0.64	0.82	0.00	0.00	0.24
Zfp663	0.00	0.00	0.00	0.00	0.00	0.00
Zfp664	12.72	4.93	3.37	2.01	5.29	4.54
Zfp667	5.79	0.18	0.00	0.00	0.36	0.07
Zfp668	7.78	3.61	3.26	1.97	2.88	3.43
Zfp672	29.79	25.49	20.58	11.34	10.52	9.40
Zfp677	13.58	4.98	4.67	3.93	4.59	3.43
Zfp68	59.01	30.22	24.43	22.89	45.39	31.65
Zfp687	14.93	20.90	28.45	19.25	32.73	21.15
Zfp688	16.36	13.65	16.43	27.21	22.68	22.05
Zfp689	5.24	3.15	4.03	1.07	0.42	0.00
Zfp69	1.56	1.45	0.33	1.19	14.81	4.57
Zfp691	1.16	0.77	1.66	2.46	3.24	5.07
Zfp692	43.88	11.42	16.00	3.66	3.23	4.05
Zfp697	0.18	0.24	0.00	0.00	0.00	0.04
Zfp7	9.46	8.20	9.17	1.77	1.62	0.93
Zfp703	4.14	2.31	3.29	2.11	3.84	3.95
Zfp704	10.20	1.68	0.34	0.01	0.05	0.33
Zfp706	233.18	41.61	30.88	17.36	27.84	18.55
Zfp707	9.94	8.43	5.33	2.63	3.58	2.09
Zfp708	8.42	0.00	0.32	1.19	2.00	0.40
Zfp709	15.86	1.83	1.25	1.47	1.73	1.69
Zfp710	20.28	13.84	14.92	48.20	52.69	61.87
Zfp711	0.57	0.00	0.00	0.00	0.00	0.00
Zfp712	3.61	3.75	3.72	1.38	3.52	1.40
Zfp715	27.51	11.41	14.94	38.24	68.28	61.68
Zfp719	11.74	8.02	11.98	13.31	24.86	15.81
Zfp72	4.24	0.00	0.00	0.00	0.24	0.00
Zfp729a	11.91	7.72	7.11	10.08	13.23	12.67
Zfp729b	16.76	4.77	11.15	9.22	16.76	15.79
Zfp735	0.00	0.00	0.00	0.00	0.00	0.00
Zfp738	10.17	5.38	3.23	2.82	2.05	4.80
Zfp74	13.00	0.48	3.14	0.48	0.78	0.06
Zfp740	25.44	14.13	24.04	68.91	96.76	103.70
Zfp746	11.71	4.45	6.02	14.66	12.32	8.38
Zfp747	12.91	4.17	7.85	8.55	16.44	6.58
Zfp748	14.79	10.78	10.42	8.97	14.46	11.59
Zfp750	0.58	0.24	0.14	0.00	0.00	0.00
Zfp758	15.89	14.49	17.49	14.69	22.36	22.45
Zfp759	6.36	3.01	0.85	0.26	0.00	0.34
Zfp760	14.14	0.17	2.67	1.02	1.20	1.17
Zfp763	11.57	0.00	1.44	0.00	0.00	0.00
Zfp764	27.53	1.37	2.06	1.15	1.09	0.31
Zfp768	10.71	6.28	14.47	12.30	17.13	20.21
Zfp770	0.91	0.07	0.07	0.00	0.00	0.00
Zfp771	23.50	7.84	3.24	3.62	5.96	2.57
Zfp772	9.14	1.50	2.23	0.00	0.00	0.00
Zfp773	2.35	0.63	0.40	0.00	0.00	0.00
Zfp775	6.19	0.83	1.88	1.36	0.74	0.86
Zfp777	8.77	3.15	2.96	2.48	2.67	1.85
Zfp78	0.68	0.48	0.55	0.00	0.32	0.15
Zfp780b	12.32	3.72	5.04	3.28	8.42	4.46
Zfp781	0.00	0.00	0.00	0.00	0.00	0.00
Zfp783	10.41	0.38	0.07	0.16	0.00	0.05
Zfp784	6.00	2.69	7.84	5.16	3.91	3.68
Zfp786	1.48	0.04	0.09	0.06	0.20	0.10
Zfp787	6.02	15.88	8.59	7.14	13.70	11.51
Zfp788	6.68	0.73	1.97	0.06	0.94	0.08
Zfp790	14.41	6.04	6.58	4.94	4.25	8.08
Zfp791	0.00	0.00	0.00	0.00	0.10	0.00
Zfp799	4.72	0.00	0.76	0.00	0.00	0.00
Zfp800	23.11	10.91	10.44	2.84	3.02	2.53
Zfp804a	0.00	0.00	0.00	0.00	0.00	0.00
Zfp804b	0.00	0.00	0.00	0.00	0.00	0.00
Zfp808	31.90	15.34	6.52	0.90	0.67	2.78
Zfp809	33.87	25.86	23.27	22.34	41.64	25.71
Zfp81	22.09	6.86	6.34	0.00	0.48	0.00
Zfp810	14.34	6.42	4.67	2.66	4.08	4.01
Zfp811	0.00	0.00	0.00	0.00	0.00	0.00
Zfp819	0.10	0.30	0.00	0.61	1.82	0.00
Zfp82	11.18	1.18	0.00	0.90	0.54	1.36
Zfp820	4.46	0.17	0.00	0.00	0.00	0.00
Zfp821	2.50	7.26	8.69	19.15	21.15	17.64
Zfp825	19.95	11.60	12.25	11.83	11.95	10.39
Zfp827	0.00	0.12	0.00	0.00	0.00	0.12
Zfp830	38.11	25.79	24.84	14.25	20.25	13.86
Zfp831	0.00	1.28	4.80	15.25	16.90	16.25
Zfp839	5.50	0.40	2.06	3.17	3.80	3.71
Zfp84	13.85	6.00	6.85	2.69	7.54	8.30
Zfp846	5.23	0.35	1.26	0.82	1.45	0.00
Zfp85	9.68	7.69	3.91	4.22	6.21	2.05
Zfp850	10.83	1.22	2.13	0.00	0.58	0.00
Zfp853	0.00	0.00	0.00	0.08	0.00	0.00
Zfp85os	0.51	0.05	0.05	0.00	0.00	0.00
Zfp862-ps	3.87	0.62	0.12	0.26	0.00	0.00
Zfp865	2.21	2.36	4.06	1.65	1.63	5.37
Zfp866	8.23	8.39	5.49	7.90	9.24	6.85
Zfp867	3.49	0.42	0.00	0.32	0.19	0.51
Zfp868	38.10	25.46	22.35	22.80	28.24	34.59
Zfp869	54.83	27.78	25.05	64.44	98.96	89.10
Zfp87	37.60	13.32	34.74	41.46	37.07	35.33
Zfp870	7.06	1.15	1.14	0.00	0.00	0.00
Zfp871	20.82	16.81	21.47	26.02	34.87	39.54
Zfp872	0.00	0.00	0.00	0.00	0.00	0.00
Zfp873	20.72	3.73	0.94	0.00	0.17	0.00
Zfp874a	20.93	1.68	4.90	11.53	22.00	17.19
Zfp874b	5.99	0.52	1.17	7.52	10.87	5.41
Zfp879	0.38	0.00	0.00	0.00	0.00	0.00
Zfp882	2.59	0.64	0.89	0.13	0.35	1.16
Zfp9	0.00	0.00	0.00	0.00	0.00	0.00
Zfp90	13.80	0.99	2.09	0.00	0.00	0.46
Zfp91	19.61	15.78	9.79	5.23	5.77	4.43
Zfp92	0.00	0.00	0.00	0.00	0.00	0.00
Zfp93	2.77	0.40	0.04	0.00	0.00	0.00
Zfp930	19.70	6.36	2.68	1.37	0.52	0.00
Zfp931	12.14	0.39	0.31	0.09	0.00	0.21
Zfp932	51.07	7.99	4.64	0.65	0.00	0.91
Zfp933	5.07	2.75	1.07	0.27	0.27	0.27
Zfp934	32.36	13.78	3.22	0.27	0.00	0.00
Zfp935	26.88	14.55	21.30	12.05	3.44	5.89
Zfp936	0.00	0.00	0.00	0.00	0.00	0.00
Zfp937	3.48	0.00	0.00	0.00	0.00	0.00
Zfp938	10.64	0.00	0.00	0.00	0.00	0.00
Zfp939	1.36	2.03	2.46	1.13	0.00	0.88
Zfp94	9.09	0.60	0.00	0.00	0.00	0.09
Zfp940	6.30	0.20	0.00	0.00	0.00	0.06
Zfp941	0.67	0.00	0.00	0.00	0.00	0.00
Zfp942	15.39	10.34	12.49	11.61	9.97	8.49
Zfp943	13.85	20.87	22.95	28.09	37.83	33.06
Zfp944	18.36	16.17	16.99	12.18	15.96	18.30
Zfp945	3.03	0.12	0.02	0.00	0.00	0.00
Zfp946	12.58	0.00	0.35	0.00	0.00	0.00
Zfp947	7.40	0.00	0.74	0.07	0.50	0.27
Zfp948	12.81	2.04	0.06	6.98	17.88	8.15
Zfp949	8.49	8.35	11.21	16.20	15.92	15.04
Zfp950	26.98	10.21	12.74	10.27	13.36	9.61
Zfp951	8.83	0.91	0.57	0.63	1.10	3.96
Zfp952	15.80	7.12	8.56	2.87	3.99	4.42
Zfp953	5.41	4.13	2.63	3.60	6.80	3.61
Zfp954	37.45	13.24	13.33	3.56	2.28	3.42
Zfp955a	26.95	4.08	5.32	0.00	0.00	0.00
Zfp955b	18.62	3.27	3.17	0.06	0.00	0.80
Zfp956	23.25	1.80	0.82	0.00	0.19	1.56
Zfp957	0.00	0.00	0.00	0.00	0.00	0.00
Zfp958	14.97	3.72	5.85	2.96	2.35	2.44
Zfp959	22.24	13.38	13.83	33.31	42.37	27.73
Zfp960	0.00	0.00	0.00	0.00	0.00	0.00
Zfp961	26.88	15.70	16.31	7.71	8.62	9.53
Zfp963	9.44	3.86	5.73	14.47	29.30	18.38
Zfp964	0.04	0.00	0.00	0.00	0.00	0.00
Zfp965	26.27	0.63	0.63	0.00	0.00	0.00
Zfp966	0.00	0.00	0.00	0.00	0.00	0.00
Zfp967	0.00	0.00	0.00	0.00	0.00	0.00
Zfp968	0.00	0.41	0.62	0.00	0.00	0.00
Zfp97	27.52	1.31	2.48	2.73	6.58	2.03
Zfp970	8.47	0.76	0.57	1.26	1.27	2.46
Zfp971	23.35	11.42	21.00	35.73	70.32	85.37
Zfp972	1.55	0.23	0.00	0.55	0.00	0.70
Zfp973	0.00	0.00	0.00	0.00	0.00	0.00
Zfp974	1.14	0.19	0.17	0.00	0.00	0.39
Zfp975	19.28	1.03	0.00	0.36	0.00	0.00
Zfp976	8.57	0.75	0.00	0.00	0.00	0.00
Zfp977	1.12	0.00	0.00	0.00	0.00	0.00
Zfp978	0.18	0.00	0.00	0.00	0.00	0.00
Zfp979	0.90	0.50	0.00	0.00	0.00	0.00
Zfp980	0.00	0.00	0.00	0.00	0.00	0.00
Zfp981	0.00	0.00	0.00	0.00	0.00	0.00
Zfp982	7.72	0.08	0.00	0.00	0.07	0.00
Zfp983	6.86	3.61	4.45	2.29	1.81	1.84
Zfp984	46.36	46.91	31.36	49.47	60.76	57.31
Zfp985	0.00	0.00	0.06	0.00	0.00	0.00
Zfp987	0.59	0.40	0.14	0.50	0.00	0.25
Zfp988	0.00	0.00	0.11	0.14	0.00	0.07
Zfp990	0.11	0.00	0.00	0.07	0.00	0.00
Zfp991	41.41	11.67	10.47	0.79	0.62	2.28
Zfp992	9.95	2.62	2.94	0.15	0.39	0.25
Zfp993	10.53	2.27	1.61	0.43	0.00	0.00
Zfp994	6.22	1.28	3.14	0.10	0.34	0.22
Zfp995	9.18	0.00	1.61	0.26	0.00	0.00
Zfp996	0.00	0.00	0.00	0.00	0.00	0.00
Zfpl1	59.32	42.38	27.24	59.71	46.03	35.24
Zfpm1	0.00	0.00	0.00	0.06	0.00	0.00
Zfpm2	0.00	0.00	0.00	0.00	0.00	0.00
Zfr	72.55	41.47	36.29	32.47	49.05	41.68
Zfr2	0.00	0.00	0.00	0.00	0.00	0.00
Zfx	33.32	23.04	25.61	25.98	25.43	21.70
Zfy1	0.00	0.00	0.00	0.00	0.00	0.00
Zfy2	0.00	0.00	0.00	0.00	0.00	0.00
Zfyve1	17.81	11.46	17.43	39.53	43.63	34.67
Zfyve16	7.03	4.91	8.22	8.51	13.69	8.14
Zfyve19	113.26	30.15	28.09	12.28	12.18	11.84
Zfyve21	46.62	11.39	5.80	2.77	3.88	3.17
Zfyve26	10.15	5.24	14.84	63.12	63.62	39.48
Zfyve27	34.47	44.45	82.52	83.05	94.97	78.71
Zfyve28	0.00	0.00	1.05	0.00	0.00	0.00
Zfyve9	0.20	0.00	0.82	0.00	0.00	0.00
Zg16	0.00	0.00	0.00	0.00	0.00	0.00
Zglp1	0.00	0.00	0.00	0.00	0.00	0.00
Zgpat	41.79	33.63	47.79	42.68	36.15	29.79
Zgrf1	9.80	5.64	0.98	0.00	0.00	0.00
Zhx1	67.74	21.01	14.46	12.51	15.21	17.38
Zhx2	1.81	3.31	5.08	14.89	22.84	19.07
Zhx3	0.50	1.24	1.30	0.77	0.45	0.00
Zic1	0.00	0.00	0.00	0.00	0.00	0.00
Zic2	0.00	0.00	0.00	0.00	0.00	0.00
Zic3	0.00	0.00	0.00	0.00	0.00	0.00
Zic4	0.00	0.00	0.00	0.00	0.00	0.00
Zic5	0.00	0.00	0.00	0.00	0.00	0.00
Zik1	3.99	0.00	0.00	0.00	0.00	0.00
Zim1	0.00	0.00	0.00	0.00	0.00	0.00
Zim2	0.00	0.00	0.00	0.00	0.00	0.00
Zim3	0.00	0.00	0.00	0.00	0.00	0.00
Zkscan1	17.30	4.26	4.01	2.39	4.10	1.68
Zkscan14	29.31	7.43	20.21	34.07	58.83	34.97
Zkscan16	0.00	0.00	0.00	0.00	0.00	0.00
Zkscan17	35.74	5.30	5.22	0.15	0.00	0.76
Zkscan2	0.00	0.00	0.00	0.00	0.00	0.00
Zkscan3	56.65	46.87	44.80	21.43	27.59	22.90
Zkscan4	1.26	0.00	0.00	0.00	0.00	0.00
Zkscan5	17.45	6.45	5.60	3.45	2.44	6.23
Zkscan6	31.26	30.62	44.86	53.28	60.58	48.32
Zkscan7	1.47	0.19	0.73	0.00	0.47	0.36
Zkscan8	5.77	1.04	2.21	0.30	0.00	0.44
Zmat1	4.60	5.50	4.05	11.63	23.09	21.45
Zmat2	55.96	16.86	16.38	22.42	23.49	29.90
Zmat3	0.56	0.04	0.27	0.14	0.09	0.06
Zmat4	0.00	0.00	0.00	0.00	0.00	0.00
Zmat5	17.35	11.75	17.95	23.29	25.16	21.34
Zmiz1	31.62	23.76	18.73	16.75	30.20	37.20
Zmiz1os1	0.12	0.00	0.00	0.23	0.47	0.09
Zmiz2	30.54	6.65	6.62	2.78	4.11	5.48
Zmpste24	71.41	282.54	511.64	13.34	11.48	9.46
Zmym1	22.88	7.24	6.63	5.30	6.51	5.63
Zmym2	21.81	10.98	18.89	23.87	27.81	26.70
Zmym3	28.36	12.15	11.30	2.95	1.55	0.68
Zmym4	8.18	2.71	2.95	0.60	0.51	1.45
Zmym5	16.64	8.07	9.88	16.84	21.00	21.20
Zmym6	12.76	5.00	2.80	2.25	6.04	3.09
Zmynd10	0.00	0.00	0.00	0.00	0.00	0.00
Zmynd11	17.92	21.52	36.22	59.17	65.55	56.09
Zmynd12	0.00	0.00	0.00	0.00	0.00	0.00
Zmynd15	0.00	0.00	0.00	0.00	0.00	0.00
Zmynd19	7.88	3.49	1.06	0.00	0.00	0.00
Zmynd8	45.30	16.10	16.83	27.82	26.14	21.32
Znf41-ps	17.83	5.73	7.87	1.20	1.16	1.36
Znfx1	20.63	33.46	51.85	30.83	45.99	44.68
Znhit1	22.85	33.36	22.54	66.03	41.73	38.05
Znhit2	41.33	26.90	16.43	19.66	25.75	30.02
Znhit3	52.39	21.72	9.69	0.47	0.65	0.89
Znhit6	41.17	2.97	1.26	0.00	0.00	0.00
Znrd1	23.81	11.32	3.75	6.29	11.56	16.58
Znrd1as	2.78	4.35	0.19	0.24	2.67	1.22
Znrd2	25.64	5.67	2.50	0.00	1.64	0.00
Znrf1	12.70	9.87	10.97	33.11	35.24	30.84
Znrf2	9.29	3.15	3.61	2.91	5.16	4.15
Znrf3	6.07	0.00	0.09	0.00	0.00	0.00
Znrf4	0.00	0.00	0.00	0.00	0.00	0.00
Zp1	0.00	0.00	0.00	0.00	0.00	0.00
Zp2	0.00	0.00	0.00	0.00	0.00	0.00
Zp3	0.00	0.00	0.00	0.00	0.00	0.00
Zp3r	0.00	0.00	0.00	0.00	0.00	0.00
Zp4-ps	0.00	0.00	0.00	0.00	0.00	0.00
Zpbp	0.46	0.56	0.22	0.00	0.00	0.00
Zpbp2	1.11	0.62	0.00	0.16	0.00	0.00
Zpld1	0.00	0.00	0.00	0.00	0.00	0.00
Zpld2	0.00	0.00	0.00	0.00	0.00	0.00
Zpr1	114.56	34.19	25.96	14.34	26.39	11.83
Zranb1	7.89	8.87	8.67	6.07	11.05	10.68
Zranb2	105.06	52.63	39.09	11.42	17.58	16.16
Zranb3	11.45	3.12	1.35	0.06	0.00	0.14
Zrsr1	1.40	3.05	3.10	2.74	6.74	2.92
Zrsr2	13.99	6.67	5.62	6.34	4.06	3.15
Zscan10	0.00	0.41	0.45	0.64	0.33	0.00
Zscan12	8.19	1.39	0.62	0.70	0.00	0.00
Zscan18	2.07	0.00	0.00	0.00	0.00	0.00
Zscan2	0.59	0.15	0.72	0.18	0.76	2.64
Zscan20	3.36	0.00	0.35	0.47	0.00	0.04
Zscan21	43.58	9.21	9.30	5.33	3.50	5.44
Zscan22	33.60	12.62	8.54	1.09	1.91	0.60
Zscan25	0.22	0.66	0.26	0.07	0.29	0.26
Zscan26	17.31	1.01	1.36	0.05	0.29	0.29
Zscan29	31.06	45.43	62.39	30.43	36.60	38.04
Zscan30	4.08	0.35	1.83	1.01	2.28	2.15
Zscan4a	0.00	0.00	0.00	0.00	0.00	0.00
Zscan4b	0.00	0.00	0.00	0.00	0.00	0.00
Zscan4c	0.00	0.00	0.00	0.00	0.00	0.00
Zscan4d	0.00	0.00	0.00	0.00	0.00	0.00
Zscan4f	0.00	0.00	0.00	0.00	0.00	0.00
Zscan5b	0.00	0.00	0.00	0.00	0.00	0.00
Zswim1	21.81	8.02	5.72	2.10	1.46	5.51
Zswim2	0.00	0.00	0.00	0.00	0.00	0.00
Zswim3	7.17	8.96	9.29	7.10	7.54	11.88
Zswim4	5.10	4.11	10.90	13.81	30.00	20.56
Zswim5	0.00	0.00	0.00	0.00	0.00	0.00
Zswim6	1.36	1.09	3.00	9.94	9.69	8.96
Zswim7	6.33	0.90	0.56	2.45	9.29	4.91
Zswim8	8.99	9.43	12.32	13.44	15.40	13.27
Zswim9	1.12	1.03	1.24	0.00	0.39	0.00
Zup1	22.39	12.59	25.43	14.28	24.12	16.35
Zw10	60.19	64.03	30.98	5.31	8.75	7.49
Zwilch	36.22	34.16	12.92	0.07	0.09	0.00
Zwint	168.84	63.75	48.01	27.05	23.78	16.94
Zxda	1.99	0.77	0.71	1.13	0.32	0.38
Zxdb	1.92	1.32	0.30	1.09	1.94	1.75
Zxdc	3.01	8.15	8.66	28.38	17.99	17.04
Zyg11a	0.00	0.00	0.00	0.00	0.07	0.00
Zyg11b	11.73	11.56	15.76	20.87	15.65	19.77
Zyx	158.00	524.81	1106.72	2475.01	3359.93	3315.44
Zzef1	16.45	13.61	15.40	23.58	26.40	26.86
Zzz3	29.89	24.12	22.66	17.28	35.01	39.21
a	0.00	0.00	0.00	0.00	0.00	0.00
ccdc198	0.00	0.00	0.00	0.00	0.00	0.00
mt-Rnr1	109.66	75.74	57.98	63.02	53.77	81.21
mt-Rnr2	5451.86	2397.63	1870.81	1377.74	1127.31	1595.09
n-R5s100	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s101	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s102	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s103	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s104	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s105	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s106	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s107	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s108	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s109	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s110	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s111	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s112	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s113	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s114	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s115	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s117	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s118	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s119	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s120	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s121	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s122	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s123	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s124	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s125	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s128	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s129	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s13	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s130	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s131	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s133	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s134	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s136	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s138	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s139	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s141	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s142	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s143	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s144	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s146	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s149	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s151	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s162	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s194	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s195	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s2	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s211	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s25	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s28	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s33	0.00	0.00	0.00	0.00	0.00	0.00
n-R5s58	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc10	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc11	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc12	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc13	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc14	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc15	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc16	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc17	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc18	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc19	0.00	0.00	0.00	0.00	0.00	0.00
n-TAagc8	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc1	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc10	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc2	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc3	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc4	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc5	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc6	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc7	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc8	0.00	0.00	0.00	0.00	0.00	0.00
n-TAcgc9	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc1	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc10	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc11	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc2	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc3	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc4	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc5	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc6	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc7	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc8	0.00	0.00	0.00	0.00	0.00	0.00
n-TAtgc9	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca1	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca10	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca11	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca12	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca13	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca14	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca15	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca16	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca17	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca18	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca19	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca20	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca21	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca22	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca23	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca24	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca25	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca26	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca27	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca28	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca29	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca30	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca31	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca32	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca33	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca34	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca35	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca36	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca37	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca38	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca39	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca4	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca40	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca41	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca42	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca43	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca45	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca46	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca47	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca48	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca49	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca5	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca50	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca51	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca52	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca53	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca54	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca55	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca56	0.00	0.00	0.00	0.00	0.00	0.00
n-TCgca57	0.00	0.00	0.00	0.00	0.00	0.00
